"from","to","strength"
"EH__b_N_miscarriages","EH__d_N_abortions",1
"EH__c_N_spontaneous_miscarr","EH__d_N_abortions",1
"EH__d_N_abortions","EH__c_N_spontaneous_miscarr",1
"EH__chk_One__live_births","EH__b_Child_ill_Husband",0.923076923076923
"EH__chk_One__live_births","EH__f_Child_ill_No_One",1
"EH__chk_One__live_births","EH__b_Child_s_wed_Husband",0.923076923076923
"EH__chk_One__live_births","EH___Live_with_in_old_age",1
"EH__chk_One__live_births","EH__b_LB_Survival",1
"EH__a_Contraceptive_usage","EH___Current_pregnancy",1
"EH__a_Contraceptive_usage","EH__a_More_children_desired",1
"EH__a_Contraceptive_usage","EH__c_Time_next_childbirth",1
"EH__a_Contraceptive_usage","EH__a_More_ch_desired_Husb",0.923076923076923
"EH__b_Contraception_Method","District_codes_with_names.x",1
"EH__c_Contraception_Method","State_code.x",1
"EH__a_More_children_desired","EH__a_Contraceptive_usage",1
"EH__a_More_children_desired","EH__a_More_ch_desired_Husb",1
"EH__a_More_children_desired","EH__c_Time_next_birth_Husb",1
"EH__a_More_children_desired","EH__a_Birth_ID__LB",1
"EH__c_Time_next_childbirth","EH__c_Time_next_birth_Husb",1
"EH__c_Time_next_childbirth","EH__e_LB_AWC_Educ",1
"EH__a_More_ch_desired_Husb","EH__b_N_more_desired_Husb",1
"EH__b_N_more_desired_Husb","EH__b_N_more_desired",1
"EH__c_Time_next_birth_Husb","EH__b_Get_Water_men",1
"EH__a_N_sons_ideally","District_codes_with_names.x",1
"EH__a_N_sons_ideally","EH__b_N_daughters_ideally",1
"EH__b_N_daughters_ideally","EH___N_children_ideally",0.923076923076923
"EH__Others_present","EH__who_else_present",1
"EH___Nbirths_since_Jan","EH__a_LB_Antenatal_checkup",1
"EH___Nbirths_since_Jan","EH__a_NLB_Antenatal_checkup",1
"EH___Nbirths_since_Jan","EH__d_NLB_checkup_Home",1
"EH___Nbirths_since_Jan","EH__e_NLB_checkup_Other",1
"EH___Nbirths_since_Jan","EH__h_NLB_checkup_Midwife",1
"EH___Nbirths_since_Jan","EH__h_NLB_checkup_Amnio",1
"EH___Nbirths_since_Jan","EH__b_NLB_prob_Blurred",1
"EH___Nbirths_since_Jan","EH__c_NLB_prob_Convulsions",1
"EH___Nbirths_since_Jan","EH__e_NLB_prob_Anaemia",1
"EH___Nbirths_since_Jan","EH__f_NLB_prob_Bleeding",1
"EH___Nbirths_since_Jan","EH___NLB_N_TT_injections",1
"EH___Nbirths_since_Jan","EH___NLB_Pre_delivery_home",1
"EH___Nbirths_since_Jan","EH__d_NLB_delivery_Friend",1
"EH___Nbirths_since_Jan","EH__e_NLB_delivery_Other",1
"EH___Nbirths_since_Jan","EH____NLB_Size_of_child",1
"EH___Nbirths_since_Jan","EH___NLB_Type_of_Delivery",1
"EH___Nbirths_since_Jan","EH___NLB_Post_checkup",1
"EH___Nbirths_since_Jan","EH__a_NLB_post_check_Days",1
"EH___Nbirths_since_Jan","EH__a_NLB_post_bleeding",1
"EH___Nbirths_since_Jan","EH__b_NLB_post_high_fever",1
"EH___Nbirths_since_Jan","EH____NLB_Immunization_card",1
"EH___Nbirths_since_Jan","EH__a_NLB_._Polio",1
"EH___Nbirths_since_Jan","EH____NLB_mos_Vit_A",1
"EH___Nbirths_since_Jan","EH___NLB_Brfeed_start",1
"EH___Nbirths_since_Jan","EH___NLB_Brfeed_duratn",1
"EH___Nbirths_since_Jan","EH__d_NLB_AWC_Growth",1
"EH__a_Birth_ID__LB","EH___EWoman__N_children",1
"EH__a_Birth_ID__LB","EH___N_sons_with_R",1
"EH__a_Birth_ID__LB","EH___Total_N_children_borne",1
"EH__a_Birth_ID__LB","EH__chk_One__live_births",1
"EH__a_Birth_ID__LB","EH__a_More_children_desired",1
"EH__a_Birth_ID__LB","EH__b_NLB_Survival",1
"EH__b_LB_Survival","HH___N___in_HH.1",1
"EH__b_LB_Survival","HH___TV_regular_Kids",1
"EH__b_LB_Survival","EH__chk_One__live_births",1
"EH__b_LB_Survival","EH__b_NLB_Survival",1
"EH__b_LB_Survival","EH___Standard__yrs_",1
"EH__a_Birth_ID__NLB","HH___N___in_HH",1
"EH__a_Birth_ID__NLB","EH___Nbirths_since_Jan",1
"EH__a_Birth_ID__NLB","EH__a_NLB_Birth_ID",1
"EH__b_NLB_Survival","EH___N_daughters_elsewhere",1
"EH__b_NLB_Survival","EH___Nbirths_since_Jan",1
"EH__b_NLB_Survival","EH__b_LB_Survival",1
"EH__b_NLB_Survival","EH__b_NLB_Survival.1",1
"EH__a_LB_Antenatal_checkup","EH__e_LB_checkup_Abdomen",1
"EH__a_LB_Antenatal_checkup","EH__a_NLB_Antenatal_checkup",1
"EH__a_LB_Antenatal_checkup","EH____NLB_BCG_given",1
"EH__b_LB_checkup_Gov_clinic","EH___LB_checkup_Months",1
"EH__b_LB_checkup_Gov_clinic","EH__b_NLB_checkup_Govt",1
"EH__c_LB_checkup_Pvt_clinic","EH__b_LB_checkup_Gov_clinic",1
"EH__c_LB_checkup_Pvt_clinic","EH__d_LB_checkup_Gov_as_pvt",0.923076923076923
"EH__c_LB_checkup_Pvt_clinic","EH__f_LB_checkup_Internal",0.923076923076923
"EH__c_LB_checkup_Pvt_clinic","EH__c_NLB_checkup_Priv",1
"EH__d_LB_checkup_Gov_as_pvt","EH__b_LB_checkup_Gov_clinic",1
"EH__d_LB_checkup_Gov_as_pvt","EH__i_LB_checkup_By_other",0.923076923076923
"EH__d_LB_checkup_Gov_as_pvt","EH__d_NLB_checkup_Home",1
"EH__e_LB_checkup_Home","District_codes_with_names.x",1
"EH__e_LB_checkup_Home","EH__b_LB_checkup_Gov_clinic",1
"EH__e_LB_checkup_Home","EH__h_LB_checkup_Midwife",1
"EH__e_LB_checkup_Home","EH__i_LB_checkup_By_other",1
"EH__e_LB_checkup_Home","EH__e_NLB_checkup_Other",1
"EH__f_LB_checkup_doctor","EH__a_LB_Antenatal_checkup",1
"EH__f_LB_checkup_doctor","EH__b_LB_checkup_Gov_clinic",1
"EH__f_LB_checkup_doctor","EH__c_LB_checkup_Pvt_clinic",1
"EH__f_LB_checkup_doctor","EH__a_LB_delivery__doctor",1
"EH__f_LB_checkup_doctor","EH__f_NLB_checkup_doctor",1
"EH__g_LB_checkup_Nurse_ANM","EH__a_LB_Antenatal_checkup",1
"EH__g_LB_checkup_Nurse_ANM","EH__b_LB_checkup_Gov_clinic",1
"EH__g_LB_checkup_Nurse_ANM","EH__c_LB_checkup_Pvt_clinic",1
"EH__g_LB_checkup_Nurse_ANM","EH__d_LB_checkup_Gov_as_pvt",1
"EH__g_LB_checkup_Nurse_ANM","EH__f_LB_checkup_doctor",0.923076923076923
"EH__g_LB_checkup_Nurse_ANM","EH___LB_Iron_tablets",0.923076923076923
"EH__g_LB_checkup_Nurse_ANM","EH__g_NLB_checkup_Nurse",1
"EH__h_LB_checkup_Midwife","EH__d_LB_checkup_Gov_as_pvt",0.923076923076923
"EH__h_LB_checkup_Midwife","EH__i_LB_checkup_By_other",0.923076923076923
"EH__h_LB_checkup_Midwife","EH__h_NLB_checkup_Midwife",1
"EH__i_LB_checkup_By_other","EH__d_LB_checkup_Gov_as_pvt",0.923076923076923
"EH__i_LB_checkup_By_other","EH__i_NLB_checkup_See_Other",1
"EH___LB_Visit_by_pubhealth","EH___NLB_Health_worker",1
"EH___LB_checkup_Months","EH__e_LB_checkup_Abdomen",1
"EH___LB_checkup_Months","EH___NLB_checkup_Months",1
"EH__a_LB_checkup_Weight","EH__b_LB_checkup_BP",1
"EH__a_LB_checkup_Weight","EH__a_NLB_checkup_Weight",1
"EH__b_LB_checkup_BP","EH__f_LB_checkup_doctor",0.923076923076923
"EH__b_LB_checkup_BP","EH__a_LB_checkup_Weight",1
"EH__b_LB_checkup_BP","EH__c_LB_checkup_Blood_Test",0.923076923076923
"EH__b_LB_checkup_BP","EH__b_NLB_checkup_BP",1
"EH__c_LB_checkup_Blood_Test","EH__d_LB_checkup_Urine_Test",1
"EH__c_LB_checkup_Blood_Test","EH__c_NLB_checkup_Blood",1
"EH__c_LB_checkup_Blood_Test","EH__d_NLB_checkup_Urine",1
"EH__e_LB_checkup_Abdomen","EH__a_LB_Antenatal_checkup",1
"EH__e_LB_checkup_Abdomen","EH____LB_Measles_vaccine",1
"EH__f_LB_checkup_Internal","EH__g_LB_checkup_Sonogram",1
"EH__f_LB_checkup_Internal","EH__g_NLB_checkup_Sonogram",1
"EH__h_LB_checkup_Amnio","EH__h_NLB_checkup_Amnio",1
"EH___LB_Sex_determination","EH____NLB_Sex_determine",1
"EH__a_LB_prob__Night_blindness","EH__b_LB_prob__Blurred_vision",1
"EH__a_LB_prob__Night_blindness","EH__a_NLB_prob_Night_blind",1
"EH__b_LB_prob__Blurred_vision","EH__a_LB_prob__Night_blindness",1
"EH__b_LB_prob__Blurred_vision","EH__c_LB_prob__Convulsions",1
"EH__b_LB_prob__Blurred_vision","EH__b_NLB_prob_Blurred",1
"EH__c_LB_prob__Convulsions","EH__b_LB_prob__Blurred_vision",1
"EH__c_LB_prob__Convulsions","EH__b_LB_Very_high_fever",1
"EH__c_LB_prob__Convulsions","EH__c_NLB_prob_Convulsions",1
"EH__d_LB_prob__Fatigue","EH__b_LB_prob__Blurred_vision",1
"EH__d_LB_prob__Fatigue","EH__c_LB_prob__Convulsions",1
"EH__d_LB_prob__Fatigue","EH__e_LB_prob__Anaemia",1
"EH__d_LB_prob__Fatigue","EH__a_LB_Vaginal_bleeding",1
"EH__d_LB_prob__Fatigue","EH__b_LB_Very_high_fever",0.923076923076923
"EH__d_LB_prob__Fatigue","EH__d_NLB_prob_Fatigue",1
"EH__e_LB_prob__Anaemia","EH__f_LB_prob__Bleeding",1
"EH__e_LB_prob__Anaemia","EH___LB_Type_of_Delivery",1
"EH__e_LB_prob__Anaemia","EH__e_NLB_prob_Anaemia",1
"EH__f_LB_prob__Bleeding","EH__f_NLB_prob_Bleeding",1
"EH___LB_Iron_tablets","EH____NLB_Iron_tablets",1
"EH___LB_N_TT_injections","District_codes_with_names.x",1
"EH___LB_N_TT_injections","EH___LB_Breastfeeding",1
"EH___LB_N_TT_injections","EH___NLB_N_TT_injections",1
"EH___LB_Pre_delivery_home","District_codes_with_names.x",1
"EH___LB_Pre_delivery_home","EH___NLB_Pre_delivery_home",1
"EH___LB_Place_of_delivery","EH__a_LB_delivery__doctor",1
"EH___LB_Place_of_delivery","EH__b_LB_delivery__Nurse",1
"EH___LB_Place_of_delivery","EH__c_LB_delivery__Midwife",1
"EH___LB_Place_of_delivery","EH___LB_Type_of_Delivery",1
"EH___LB_Place_of_delivery","EH___NLB_Place_of_delivery",1
"EH__b_LB_delivery__Nurse","EH___LB_Post_natal_checkup",1
"EH__b_LB_delivery__Nurse","EH____LB_Immunization_card",1
"EH__b_LB_delivery__Nurse","EH__b_NLB_delivery_Nurse",1
"EH__c_LB_delivery__Midwife","EH___LB_Place_of_delivery",1
"EH__c_LB_delivery__Midwife","EH__c_NLB_delivery_Midwife",1
"EH__c_LB_delivery__Midwife","EH__d_NLB_delivery_Friend",1
"EH__d_LB_delivery__Friend","EH__d_LB_prob__Fatigue",1
"EH__d_LB_delivery__Friend","EH__e_LB_delivery__Other",1
"EH__d_LB_delivery__Friend","EH__d_NLB_delivery_Friend",1
"EH__e_LB_delivery__Other","EH__i_LB_checkup_By_other",1
"EH__e_LB_delivery__Other","EH__e_NLB_delivery_Other",1
"EH___LB_Size_of_child","District_codes_with_names.x",1
"EH___LB_Size_of_child","EH____NLB_Size_of_child",1
"EH___LB_Type_of_Delivery","EH___NLB_Type_of_Delivery",1
"EH___LB_Post_natal_checkup","EH__a_LB_when_post_checkup",1
"EH___LB_Post_natal_checkup","EH___NLB_Post_checkup",1
"EH__a_LB_when_post_checkup","EH__a_NLB_post_check_Days",1
"EH__a_LB_Vaginal_bleeding","EH___LB_N_checkups",1
"EH__a_LB_Vaginal_bleeding","EH__f_LB_prob__Bleeding",1
"EH__a_LB_Vaginal_bleeding","EH__b_LB_Very_high_fever",1
"EH__a_LB_Vaginal_bleeding","EH__a_NLB_post_bleeding",1
"EH__b_LB_Very_high_fever","EH__c_LB_prob__Convulsions",1
"EH__b_LB_Very_high_fever","EH___NLB_N_checkups",1
"EH__b_LB_Very_high_fever","EH__b_NLB_post_high_fever",1
"EH____LB_Immunization_card","EH__f_LB_prob__Bleeding",1
"EH____LB_Immunization_card","EH___LB_Type_of_Delivery",1
"EH____LB_Immunization_card","EH__a_LB_Immun_BCG_date",1
"EH____LB_Immunization_card","EH__b_LB_Immun_Polio_date",1
"EH____LB_Immunization_card","EH__c_LB_Immun_DPT_date",1
"EH____LB_Immunization_card","EH__d_LB_Immun_DPT_date",1
"EH____LB_Immunization_card","EH__e_LB_Immun_DPT_date",1
"EH____LB_Immunization_card","EH__f_LB_Immun_Polio_date",1
"EH____LB_Immunization_card","EH__g_LB_Immun_Polio_date",1
"EH____LB_Immunization_card","EH__h_LB_Immun_Polio_date",1
"EH____LB_Immunization_card","EH__i_LB_Immun_Measls_date",1
"EH____LB_Immunization_card","EH____LB_Vacc_not_recorded",1
"EH____LB_Immunization_card","EH____LB_mos__Vitamin_A",1
"EH____LB_Immunization_card","EH____NLB_Immunization_card",1
"EH____LB_Vacc_not_recorded","EH____LB_Immunization_card",1
"EH____LB_Vacc_not_recorded","EH____NLB_Vacc_not_rec",1
"EH____LB_Vacc_No_card","EH____NLB_Vacc_No_card",1
"EH____LB_BCG_given","EH____LB_Vacc_No_card",1
"EH____LB_._DPT_given","District_codes_with_names.x",1
"EH____LB_._DPT_given","EH__a_LB_Polio_frequency",1
"EH__a_LB_Polio_frequency","EH____LB_._DPT_given",1
"EH__b_LB_First_polio_time","HH__b_Govt_housing_Rs",0.923076923076923
"EH__b_LB_First_polio_time","EH__b_NLB_First_polio",1
"EH____LB_Measles_vaccine","EH____LB_BCG_given",1
"EH____LB_Measles_vaccine","EH____NLB_._DPT",0.923076923076923
"EH____LB_Measles_vaccine","EH____NLB_Measles_vacc",1
"EH____LB_Vaccine_Centre","District_codes_with_names.x",1
"EH____LB_Vaccine_Centre","EH____NLB_Vaccine_Cent",1
"EH___LB_Breastfeeding","EH__b_LB_Survival",1
"EH___LB_Breastfeeding","EH___NLB_Breastfeeding",1
"EH___LB_st_breastfeeding","State_code.x",1
"EH___LB_st_breastfeeding","EH___NLB_Brfeed_start",1
"EH___LB_Squeeze_milk","EH___NLB_Squeeze_milk",1
"EH___LB_Breastfeeding_dur","District_codes_with_names.x",1
"EH___LB_Breastfeeding_dur","EH__a_LB_Age_at_diet_supp",1
"EH___LB_Breastfeeding_dur","EH__b_LB_Age_at_Solid_food",1
"EH__a_LB_Age_at_diet_supp","EH__b_LB_Age_at_Solid_food",1
"EH__a_LB_AWC_Immunization","EH__a_LB_AWC_Immun_freq",1
"EH__a_LB_AWC_Immunization","EH__c_LB_AWC_Food",1
"EH__a_LB_AWC_Immun_freq","EH__b_LB_AWC_Health_check",1
"EH__a_LB_AWC_Immun_freq","EH__b_LB_AWC_Checkup_freq",1
"EH__a_LB_AWC_Immun_freq","EH__a_NLB_AWC_Immunization",1
"EH__a_LB_AWC_Immun_freq","EH__a_NLB_AWC_Immun_freq",1
"EH__b_LB_AWC_Health_check","EH__b_LB_AWC_Checkup_freq",1
"EH__b_LB_AWC_Checkup_freq","EH__d_LB_AWC_Grow_monitor",1
"EH__b_LB_AWC_Checkup_freq","EH__d_LB_AWC_Growth_freq",1
"EH__b_LB_AWC_Checkup_freq","EH__b_NLB_AWC_Checkup",1
"EH__c_LB_AWC_Food","EH____LB_AWC_beneficiary",1
"EH__c_LB_AWC_Food","EH__c_LB_AWC_Food_freq",1
"EH__c_LB_AWC_Food_freq","EH__e_LB_AWC_Educ",0.923076923076923
"EH__c_LB_AWC_Food_freq","EH__c_NLB_AWC_Food",1
"EH__c_LB_AWC_Food_freq","EH__c_NLB_AWC_Food_freq",1
"EH__d_LB_AWC_Grow_monitor","EH__d_LB_AWC_Growth_freq",1
"EH__d_LB_AWC_Grow_monitor","EH__b_NLB_AWC_Checkup",1
"EH__d_LB_AWC_Growth_freq","EH__c_LB_AWC_Food",1
"EH__d_LB_AWC_Growth_freq","EH__d_NLB_AWC_Growth",1
"EH__d_LB_AWC_Growth_freq","EH__d_NLB_AWC_Growth_frq",1
"EH__e_LB_AWC_Educ","EH__e_LB_AWC_Educ_freq",1
"EH__a_NLB_Birth_ID","EH__a_Birth_ID__LB",1
"EH__b_NLB_Survival.1","EH___NLB_Breastfeeding",1
"EH__a_NLB_Antenatal_checkup","EH__h_NLB_checkup_Midwife",1
"EH__a_NLB_Antenatal_checkup","EH____NLB_Measles_vacc",0.923076923076923
"EH__b_NLB_checkup_Govt","EH__c_NLB_checkup_Priv",1
"EH__b_NLB_checkup_Govt","EH___NLB_checkup_Months",1
"EH__f_NLB_checkup_doctor","HH___Newspaper_regular_Women",0.923076923076923
"EH__f_NLB_checkup_doctor","EH__a_NLB_Antenatal_checkup",1
"EH__f_NLB_checkup_doctor","EH__b_NLB_checkup_Govt",1
"EH__f_NLB_checkup_doctor","EH__c_NLB_checkup_Priv",1
"EH__f_NLB_checkup_doctor","EH__b_NLB_checkup_BP",1
"EH__f_NLB_checkup_doctor","EH__a_NLB_delivery_doctor",1
"EH__g_NLB_checkup_Nurse","EH__a_NLB_Antenatal_checkup",1
"EH__g_NLB_checkup_Nurse","EH__b_NLB_checkup_Govt",1
"EH__g_NLB_checkup_Nurse","EH__c_NLB_checkup_Priv",1
"EH__g_NLB_checkup_Nurse","EH__b_NLB_delivery_Nurse",1
"EH__h_NLB_checkup_Midwife","EH__a_NLB_Antenatal_checkup",1
"EH__h_NLB_checkup_Midwife","EH__e_NLB_checkup_Other",1
"EH___NLB_checkup_Months","EH__a_LB_Antenatal_checkup",1
"EH___NLB_checkup_Months","EH__a_NLB_Antenatal_checkup",1
"EH__b_NLB_checkup_BP","EH__f_NLB_checkup_doctor",1
"EH__b_NLB_checkup_BP","EH__a_NLB_checkup_Weight",1
"EH__b_NLB_checkup_BP","EH__c_NLB_checkup_Blood",1
"EH__c_NLB_checkup_Blood","EH__b_NLB_checkup_BP",1
"EH__c_NLB_checkup_Blood","EH__d_NLB_checkup_Urine",1
"EH__d_NLB_checkup_Urine","EH__d_LB_checkup_Urine_Test",1
"EH__d_NLB_checkup_Urine","EH__e_NLB_checkup_Abdomen",1
"EH__e_NLB_checkup_Abdomen","EH___N_children_ideally",1
"EH__e_NLB_checkup_Abdomen","EH__e_LB_checkup_Abdomen",1
"EH__e_NLB_checkup_Abdomen","EH__b_NLB_checkup_Govt",1
"EH__e_NLB_checkup_Abdomen","EH__a_NLB_checkup_Weight",1
"EH__f_NLB_checkup_Internal","EH__f_LB_checkup_Internal",1
"EH__f_NLB_checkup_Internal","EH__d_NLB_checkup_Urine",1
"EH__f_NLB_checkup_Internal","EH__g_NLB_checkup_Sonogram",1
"EH__g_NLB_checkup_Sonogram","HH___Type_of_origin_place",1
"EH__g_NLB_checkup_Sonogram","HH___Own__Washing_machine",0.923076923076923
"EH__g_NLB_checkup_Sonogram","EH__g_LB_checkup_Sonogram",1
"EH__h_NLB_checkup_Amnio","EH____NLB_Sex_determine",0.923076923076923
"EH__a_NLB_prob_Night_blind","EH__a_LB_prob__Night_blindness",1
"EH__a_NLB_prob_Night_blind","EH__b_NLB_prob_Blurred",1
"EH__b_NLB_prob_Blurred","EH__a_NLB_prob_Night_blind",1
"EH__b_NLB_prob_Blurred","EH__c_NLB_prob_Convulsions",1
"EH__c_NLB_prob_Convulsions","EH__b_NLB_prob_Blurred",1
"EH__d_NLB_prob_Fatigue","EH___Nbirths_since_Jan",1
"EH__d_NLB_prob_Fatigue","EH__c_NLB_prob_Convulsions",1
"EH__d_NLB_prob_Fatigue","EH__e_NLB_prob_Anaemia",1
"EH__e_NLB_prob_Anaemia","EH__f_NLB_prob_Bleeding",1
"EH____NLB_Iron_tablets","EH__a_LB_checkup_Weight",0.923076923076923
"EH____NLB_Iron_tablets","EH__b_NLB_checkup_BP",0.923076923076923
"EH___NLB_Place_of_delivery","EH__b_LB_checkup_Gov_clinic",1
"EH___NLB_Place_of_delivery","EH__c_LB_checkup_Pvt_clinic",1
"EH___NLB_Place_of_delivery","EH__b_NLB_checkup_Govt",1
"EH___NLB_Place_of_delivery","EH__c_NLB_checkup_Priv",1
"EH___NLB_Place_of_delivery","EH__a_NLB_delivery_doctor",1
"EH___NLB_Place_of_delivery","EH__b_NLB_delivery_Nurse",1
"EH___NLB_Place_of_delivery","EH___NLB_Type_of_Delivery",1
"EH__a_NLB_delivery_doctor","EH__a_LB_delivery__doctor",1
"EH__a_NLB_delivery_doctor","EH__f_NLB_checkup_doctor",1
"EH__a_NLB_delivery_doctor","EH___NLB_Place_of_delivery",1
"EH__c_NLB_delivery_Midwife","EH___NLB_Place_of_delivery",1
"EH__c_NLB_delivery_Midwife","EH__b_NLB_delivery_Nurse",1
"EH__c_NLB_delivery_Midwife","EH__d_NLB_delivery_Friend",1
"EH__c_NLB_delivery_Midwife","EH__b_NLB_First_polio",1
"EH__c_NLB_delivery_Midwife","EH__a_NLB_AWC_Immun_freq",1
"EH__d_NLB_delivery_Friend","EH__c_Fuel_Coll_men",1
"EH__d_NLB_delivery_Friend","EH__h_LB_checkup_Midwife",1
"EH__d_NLB_delivery_Friend","EH____NLB_Size_of_child",1
"EH__e_NLB_delivery_Other","EH__i_NLB_checkup_See_Other",1
"EH__b_NLB_post_high_fever","EH__a_NLB_post_bleeding",1
"EH____NLB_Immunization_card","EH__a_NLB_Immun_BCG",1
"EH____NLB_Immunization_card","EH__b_NLB_Immun_Polio_",1
"EH____NLB_Immunization_card","EH__c_NLB_Immun_DPT",1
"EH____NLB_Immunization_card","EH__d_NLB_Immun_DPT",1
"EH____NLB_Immunization_card","EH__e_NLB_Immun_DPT",1
"EH____NLB_Immunization_card","EH__f_NLB_Immun_Polio_",1
"EH____NLB_Immunization_card","EH__g_NLB_Immun_Polio_",1
"EH____NLB_Immunization_card","EH__h_NLB_Immun_Polio_",1
"EH____NLB_Immunization_card","EH__i_NLB_Immun_Measles",1
"EH____NLB_Immunization_card","EH____NLB_Vacc_not_rec",0.923076923076923
"EH____NLB_Vacc_not_rec","EH___Ch__Faculty_attendance",1
"EH____NLB_Vacc_not_rec","EH__b_N_more_desired_Husb",1
"EH____NLB_Vacc_No_card","EH__c_NLB_prob_Convulsions",1
"EH____NLB_Vacc_No_card","EH__b_NLB_First_polio",1
"EH____NLB_BCG_given","EH____LB_BCG_given",1
"EH____NLB_BCG_given","EH____NLB_Vacc_No_card",1
"EH____NLB_BCG_given","EH____NLB_Vaccine_Cent",1
"EH____NLB_._DPT","EH____LB_Measles_vaccine",0.923076923076923
"EH____NLB_._DPT","EH____NLB_Measles_vacc",1
"EH__b_NLB_First_polio","EH__e_Perm_others_Kirana_shop",1
"EH____NLB_Measles_vacc","EH____NLB_BCG_given",1
"EH____NLB_Measles_vacc","EH____NLB_._DPT",1
"EH___NLB_Breastfeeding","EH____NLB_Vacc_No_card",0.923076923076923
"EH___NLB_Squeeze_milk","EH___Belief_st_thin_milk",0.923076923076923
"EH___NLB_Brfeed_duratn","EH__a_NLB_Age_other_milk",1
"EH___NLB_Brfeed_duratn","EH__b_NLB_Age_solid_food",1
"EH__a_NLB_Age_other_milk","EH__b_NLB_Age_solid_food",1
"EH__b_NLB_Age_solid_food","EH__a_NLB_Age_other_milk",1
"EH____NLB_AWC_beneficiary","EH____LB_AWC_beneficiary",1
"EH__a_NLB_AWC_Immunization","EH__a_NLB_AWC_Immun_freq",1
"EH__a_NLB_AWC_Immunization","EH__e_NLB_AWC_Education",1
"EH__a_NLB_AWC_Immun_freq","EH__b_NLB_AWC_Checkup",1
"EH__b_NLB_AWC_Checkup","EH__d_LB_AWC_Grow_monitor",1
"EH__b_NLB_AWC_Checkup","EH___NLB_N_TT_injections",1
"EH__b_NLB_AWC_Checkup","EH____NLB_AWC_beneficiary",0.923076923076923
"EH__b_NLB_AWC_Checkup","EH__b_NLB_AWC_Checkup_frq",1
"EH__b_NLB_AWC_Checkup","EH__d_NLB_AWC_Growth",1
"EH__c_NLB_AWC_Food","EH__c_NLB_AWC_Food_freq",1
"EH__c_NLB_AWC_Food_freq","EH____NLB_AWC_beneficiary",0.923076923076923
"EH__c_NLB_AWC_Food_freq","EH__c_NLB_AWC_Food",1
"EH__c_NLB_AWC_Food_freq","EH__e_NLB_AWC_Education",1
"EH__d_NLB_AWC_Growth","EH__b_NLB_AWC_Checkup",1
"EH__d_NLB_AWC_Growth","EH__d_NLB_AWC_Growth_frq",1
"EH__d_NLB_AWC_Growth_frq","EH__d_NLB_checkup_Home",0.923076923076923
"EH__d_NLB_AWC_Growth_frq","EH__b_NLB_AWC_Checkup_frq",1
"EH__d_NLB_AWC_Growth_frq","EH__c_NLB_AWC_Food",0.923076923076923
"EH__d_NLB_AWC_Growth_frq","EH__e_NLB_AWC_Educ_freq",1
"EH__e_NLB_AWC_Education","EH__e_NLB_AWC_Educ_freq",1
"EH__e_NLB_AWC_Education","HH___Old_Age_Pension_Rs",1
"EH__e_NLB_AWC_Educ_freq","EH__e_LB_AWC_Educ_freq",1
"EH____Obs__House_Type","District_codes_with_names.x",1
"EH__b_Obs__Stagnant_water","EH___Ch__._teacher_discuss",1
"EH__b_Obs__Stagnant_water","EH__a_Obs__House_Excrement",1
"EH___Obs__Wall_type","District_codes_with_names.x",1
"EH___Obs__Roof_type","District_codes_with_names.x",1
"EH___Obs__Floor_type","District_codes_with_names.x",1
"EH___Obs__Floor_type","HH_EH__hh_goods_._housing.x",1
"EH___Obs__Purpose","EH___Obs__Understanding",1
"EH___Obs__Clarity","EH___Husband_blood_rel",1
"EH___Obs__Clarity","EH___Obs__Understanding",1
"EH___Obs__Clarity","EH___Obs__Confidence",1
"EH___Obs__Knows_expenditure","EH__a_Obs__respondent_ID",1
"EH___Obs__Confidence","EH___Obs__Purpose",0.923076923076923
"EH___Obs__Confidence","EH___Obs__Knows_expenditure",1
"HH_Total_income","HH____Total_income",1
"HH____HH_wage_._salary","HH____HH_salaries",1
"HH____HH_wage_._salary","HH____hh_salaries",1
"HH____HH_wage_._salary","HH___Ann_earnings_tot",1
"HH____HH_ag_wages","HH____hh_ag_wages",1
"HH____HH_nonagwages","HH____hh_nonag_wages",1
"HH____Net_business_inc_hh","HH____Net_business_income",0.923076923076923
"HH__crop_net_income","HH____Family_farm_income",1
"HH__animal_net_inc","HH__b_Chicken_Livestock_Rs",1
"HH__animal_net_inc","HH___Milk_products__Rs",0.923076923076923
"HH__net_ag_rental_income","HH__c_Rs_paid_land_rented_in",1
"HH___total_HH_remittances","HH____Sum_hh_remittances",1
"HH____property_inc__pensions_etc_","HH____Inc__renting_property",1
"HH____property_inc__pensions_etc_","HH____Inc__interest",1
"HH____property_inc__pensions_etc_","HouseHold_question_pg____property__pensions_etc_",1
"HH____property_inc__pensions_etc_","HH____property__pensions_etc_",1
"HouseHold_question_pg____property__pensions_etc_","HH__a_Inc__Govt_pension",1
"HH_tot_income_quint_.neg","HH____HH_ag_wages",1
"HH_tot_income_quint_.neg","HH___Busns__days_yr.1",1
"Imputed_age","HH___N___in_HH.1",1
"Imputed_age","HH___TV_regular_Kids",1
"Imputed_age","HH___Death___Age",1
"Imputed_age","EH___Current_pregnancy",1
"Imputed_age","EH__a_More_ch_desired_Husb",1
"Imputed_age","EH___Nbirths_since_Jan",1
"Imputed_age","EH__a_Birth_ID__LB",0.923076923076923
"Imputed_age","EH__b_LB_Survival",0.923076923076923
"Imputed_age","EH__a_Birth_ID__NLB",1
"Imputed_age","EH__b_NLB_Survival",1
